"CODE,N,11,0","NAME,C,26","DISTRICT,C,29","T_POPULAT°,N,12,0","DENSITY,N,9,0","HOUSEHOLDS,N,14,0","PERS/HOUSE,N,13,1","MALE_POP,N,11,0","FEMALE_POP,N,13,0","SR_POPULAT,N,13,0","T_CHILDREN,N,12,0","M_CHILDREN,N,12,0","F_CHILDREN,N,12,0","SR_CHILDRE,N,12,0","T_SC,N,5,0","T%_SC,N,7,1","M_SC,N,6,0","F_SC,N,5,0","SR_SC,N,7,0","T_ST,N,5,0","T%_ST,N,7,1","M_ST,N,6,0","F_ST,N,5,0","SR_ST,N,7,0","T_LITTERAT,N,11,0","T%_LITTERA,N,12,1","M_LITTERAT,N,12,0","F_LITTERAT,N,11,0","SR_LITTERA,N,12,0","T_WORKERS,N,12,0","T%_WORKERS,N,14,1","M_WORKERS,N,13,0","F_WORKERS,N,13,0","SR_WORKERS,N,14,0","T_MARGINAL,N,12,0","T%_MARGINA,N,13,1","M_MARGINAL,N,13,0","F_MARGINAL,N,12,0","SR_MARGINA,N,13,0","T_NONWORK,N,13,0","T%_NONWORK,N,14,1","M_NONWORK,N,13,0","F_NONWORK,N,13,0","SR_NONWORK,N,14,0","T_PRIMARY,N,11,0","T%_PRIMARY,N,13,1","M_PRIMARY,N,12,0","F_PRIMARY,N,11,0","SR_PRIMARY,N,13,0","T_SECUND,N,10,0","T%_SECUND,N,12,1","M_SECUND,N,11,0","F_SECUND,N,11,0","SR_SECUND,N,12,0","T_TERTIARY,N,12,0","T%_TERTIAR,N,12,1","M_TERTIARY,N,12,0","F_TERTIARY,N,12,0","SR_TERTIAR,N,12,0","T_CULTIVAT,N,11,0","T%_CULTIVA,N,12,1","M_CULTIVAT,N,12,0","F_CULTIVAT,N,11,0","SR_CULTIVA,N,12,0","T_AGRI_LAB,N,12,0","T%_AGRI_LA,N,12,1","M_AGRI_LAB,N,12,0","F_AGRI_LAB,N,12,0","SR_AGRI_LA,N,12,0","T_FISH_FOR,N,12,0","T%_FISH_FO,N,12,1","M_FISH_FOR,N,12,0","F_FISH_FOR,N,12,0","SR_FISH_FO,N,12,0","T_MINING,N,9,0","T%_MINING,N,11,1","M_MINING,N,10,0","F_MINING,N,9,0","SR_MINING,N,11,0","T_HH_INDUS,N,12,0","T%_HH_INDU,N,12,1","M_HH_INDUS,N,12,0","F_HH_INDUS,N,12,0","SR_HH_INDU,N,12,0","T_OTH_INDU,N,12,0","T%_OTH_IND,N,12,1","M_OTH_INDU,N,12,0","F_OTH_INDU,N,12,0","SR_OTH_IND,N,12,0","T_CONSTRUC,N,13,0","T%_CONSTRU,N,13,1","M_CONSTRUC,N,13,0","F_CONSTRUC,N,13,0","SR_CONSTRU,N,13,0","T_TRADE,N,9,0","T%_TRADE,N,11,1","M_TRADE,N,9,0","F_TRADE,N,9,0","SR_TRADE,N,10,0","T_TRANSPOR,N,13,0","T%_TRANSPO,N,13,1","M_TRANSPOR,N,13,0","F_TRANSPOR,N,13,0","SR_TRANSPO,N,13,0","T_SERVICES,N,12,0","T%_SERVICE,N,13,1","M_SERVICES,N,13,0","F_SERVICES,N,12,0","SR_SERVICE,N,12,0"
502002,Ponneri,Chengalpattu-M.G.R,22375,23235,4669,4.8,11311,11064,1022,2993,1495,1498,998,5844,26.1,2953,2891,1021,372,1.7,197,175,1126,14437,74.5,8296,6141,1351,6254,28,5599,655,8548,55,0.2,30,25,1200,16066,71.8,5682,10384,547,1460,23.3,1310,150,8733,1512,24.2,1391,121,11496,3282,52.5,2898,384,7547,380,6.1,369,11,33545,1039,16.6,901,138,6529,41,0.7,40,1,40000,0,0,0,0,0,148,2.4,103,45,2289,1006,16.1,944,62,15226,358,5.7,344,14,24571,1283,20.5,1233,50,24660,574,9.2,553,21,26333,1425,22.8,1112,313,3553
502003,Tiruvallur,Chengalpattu-M.G.R,38564,26092,7484,5.2,19641,18923,1038,4868,2500,2368,1056,6382,16.5,3207,3175,1010,201,0.5,93,108,861,26620,79,15098,11522,1310,10618,27.5,9439,1179,8006,164,0.4,51,113,451,27782,72,10151,17631,576,1599,15.1,1415,184,7690,2834,26.7,2633,201,13100,6186,58.3,5391,795,6781,379,3.6,332,47,7064,1147,10.8,1018,129,7891,72,0.7,65,7,9286,1,0,0,1,0,182,1.7,93,89,1045,2147,5.6,2054,93,22086,504,4.7,486,18,27000,2747,25.9,2604,143,18210,819,7.7,791,28,28250,2620,24.7,1996,624,3199
502006,Poddatturupeta,Chengalpattu-M.G.R,15044,23252,2958,5.1,7620,7424,1026,2583,1300,1283,1013,958,6.4,476,482,988,57,0.4,27,30,900,6484,52,4624,1860,2486,5337,35.5,3861,1476,2616,458,3,129,329,392,9249,61.5,3630,5619,646,1272,23.8,804,468,1718,3353,62.8,2418,935,2586,712,13.3,639,73,8753,471,8.8,388,83,4675,790,14.8,406,384,1057,11,0.2,10,1,10000,0,0,0,0,0,3063,57.4,2168,895,2422,265,1.8,226,39,5795,25,0.5,24,1,24000,240,4.5,223,17,13118,52,1,51,1,51000,420,7.9,365,55,6636
502008,Ammavarikuppam,Chengalpattu-M.G.R,7552,22082,1451,5.2,3947,3605,1095,1147,598,549,1089,483,6.4,282,201,1403,12,0.2,7,5,1400,3959,61.8,2681,1278,2098,2493,33,2028,465,4361,279,3.7,2,277,7,4780,63.3,1917,2863,670,471,18.9,241,230,1048,1614,64.7,1429,185,7724,408,16.4,358,50,7160,167,6.7,111,56,1982,301,12.1,128,173,740,3,0.1,2,1,2000,0,0,0,0,0,1388,55.7,1217,171,7117,197,2.6,191,6,31833,29,1.2,21,8,2625,162,6.5,146,16,9125,27,1.1,27,0,0,219,8.8,185,34,5441
502005,Tiruttani,Chengalpattu-M.G.R,34363,30143,7179,4.8,17308,17055,1015,4727,2435,2292,1062,3747,10.9,1874,1873,1001,1044,3,523,521,1004,21477,72.5,12471,9006,1385,10142,29.5,8579,1563,5489,299,0.9,34,265,128,23922,69.6,8695,15227,571,1897,18.7,1433,464,3088,2190,21.6,1900,290,6552,6060,59.8,5251,809,6491,673,6.6,605,68,8897,1126,11.1,738,388,1902,93,0.9,85,8,10625,5,0,5,0,0,273,2.7,187,86,2174,1164,3.4,1047,117,8949,748,7.4,661,87,7598,2659,26.2,2368,291,8137,926,9.1,913,13,70231,2475,24.4,1970,505,3901
502011,Sriperumbudur,Chengalpattu-M.G.R,13091,6751,2838,4.6,6630,6461,1026,1963,989,974,1015,3598,27.5,1805,1793,1007,53,0.4,30,23,1304,7785,70,4502,3283,1371,4656,35.6,3501,1155,3031,44,0.3,0,44,0,8391,64.1,3129,5262,595,2629,56.5,1770,859,2061,540,11.6,497,43,11558,1487,31.9,1234,253,4877,549,11.8,536,13,41231,2065,44.4,1219,846,1441,15,0.3,15,0,0,0,0,0,0,0,52,1.1,34,18,1889,384,2.9,362,22,16455,104,2.2,101,3,33667,479,10.3,442,37,11946,117,2.5,116,1,116000,891,19.1,676,215,3144
502014,Tirukkalukkunram,Chengalpattu-M.G.R,23333,14928,4702,5,11773,11560,1018,2995,1485,1510,983,1975,8.5,995,980,1015,613,2.6,306,307,997,14271,70.2,8424,5847,1441,8041,34.5,6427,1614,3982,287,1.2,39,248,157,15005,64.3,5307,9698,547,2832,35.2,2029,803,2527,2593,32.2,2188,405,5402,2621,32.6,2215,406,5456,934,11.6,844,90,9378,1784,22.2,1092,692,1578,109,1.4,88,21,4190,5,0.1,5,0,0,1231,15.3,946,285,3319,1014,4.3,948,66,14364,343,4.3,289,54,5352,1144,14.2,1059,85,12459,321,4,314,7,44857,1156,14.4,842,314,2682
502013,Chengalpattu,Chengalpattu-M.G.R,54127,89763,10514,5.1,27723,26404,1050,6244,3200,3044,1051,7236,13.4,3633,3603,1008,774,1.4,385,389,990,40746,85.1,22339,18407,1214,15033,27.8,12939,2094,6179,99,0.2,14,85,165,38995,72,14770,24225,610,546,3.6,514,32,16063,3322,22.1,3012,310,9716,11165,74.3,9413,1752,5373,341,2.3,336,5,67200,157,1,136,21,6476,48,0.3,42,6,7000,0,0,0,0,0,279,1.9,207,72,2875,2332,4.3,2171,161,13484,711,4.7,634,77,8234,3759,25,3537,222,15932,1928,12.8,1818,110,16527,5478,36.4,4058,1420,2858
502010,Walajapet,Chengalpattu-M.G.R,11532,13045,2188,5.3,5766,5766,1000,1563,762,801,951,3289,28.5,1610,1679,959,33,0.3,18,15,1200,7501,75.2,4312,3189,1352,3569,30.9,2874,695,4135,116,1,0,116,0,7847,68,2892,4955,584,1230,34.5,878,352,2494,1029,28.8,925,104,8894,1310,36.7,1071,239,4481,334,9.4,310,24,12917,892,25,565,327,1728,4,0.1,3,1,3000,0,0,0,0,0,617,17.3,562,55,10218,301,2.6,275,26,10577,111,3.1,88,23,3826,425,11.9,393,32,12281,152,4.3,147,5,29400,733,20.5,531,202,2629
502015,Uttiramerur,Chengalpattu-M.G.R,21568,5441,4308,5,10994,10574,1040,3022,1574,1448,1087,3156,14.6,1628,1528,1065,85,0.4,45,40,1125,11929,64.3,7256,4673,1553,7778,36.1,5463,2315,2360,332,1.5,127,205,620,13458,62.4,5404,8054,671,5633,72.4,3594,2039,1763,598,7.7,573,25,22920,1547,19.9,1296,251,5163,2501,32.2,1917,584,3283,3109,40,1654,1455,1137,23,0.3,23,0,0,0,0,0,0,0,43,0.6,35,8,4375,481,2.2,465,16,29063,74,1,73,1,73000,472,6.1,448,24,18667,186,2.4,182,4,45500,889,11.4,666,223,2987
