"CODE,N,5,0","NAME,C,16","DISTRICT,C,29","T_POPULAT°,N,12,0","DENSITY,N,9,0","HOUSEHOLDS,N,14,0","PERS/HOUSE,N,13,1","MALE_POP,N,11,0","FEMALE_POP,N,13,0","SR_POPULAT,N,13,0","T_CHILDREN,N,12,0","M_CHILDREN,N,12,0","F_CHILDREN,N,12,0","SR_CHILDRE,N,12,0","T_SC,N,7,0","T%_SC,N,7,2","M_SC,N,12,0","F_SC,N,12,0","SR_SC,N,12,0","T_ST,N,12,0","T%_ST,N,7,2","M_ST,N,12,0","F_ST,N,12,0","SR_ST,N,12,0","T_LITTERAT,N,12,0","T%_LITTERA,N,12,2","M_LITTERAT,N,12,0","F_LITTERAT,N,12,0","SR_LITTERA,N,12,0","T_WORKERS,N,12,0","T%_WORKERS,N,14,2","M_WORKERS,N,12,0","F_WORKERS,N,12,0","SR_WORKERS,N,12,0","T_MARGINAL,N,12,0","T%_MARGINA,N,13,2","M_MARGINAL,N,12,0","F_MARGINAL,N,12,0","SR_MARGINA,N,12,0","T_NONWORK,N,12,0","T%_NONWORK,N,14,2","M_NONWORK,N,12,0","F_NONWORK,N,12,0","SR_NONWORK,N,12,0","T_PRIMARY,N,12,0","T%_PRIMARY,N,13,2","M_PRIMARY,N,12,0","F_PRIMARY,N,12,0","SR_PRIMARY,N,12,0","T_SECUND,N,12,0","T%_SECUND,N,12,2","M_SECUND,N,12,0","F_SECUND,N,12,0","SR_SECUND,N,12,0","T_TERTIARY,N,12,0","T%_TERTIAR,N,12,2","M_TERTIARY,N,12,0","F_TERTIARY,N,12,0","SR_TERTIAR,N,12,0","T_CULTIVAT,N,12,0","T%_CULTIVA,N,12,2","M_CULTIVAT,N,12,0","F_CULTIVAT,N,12,0","SR_CULTIVA,N,12,0","T_AGRI_LAB,N,12,0","T%_AGRI_LA,N,12,2","M_AGRI_LAB,N,12,0","F_AGRI_LAB,N,12,0","SR_AGRI_LA,N,12,0","T_FISH_FOR,N,12,0","T%_FISH_FO,N,12,2","M_FISH_FOR,N,12,0","F_FISH_FOR,N,12,0","SR_FISH_FO,N,12,0","T_MINING,N,12,0","T%_MINING,N,11,2","M_MINING,N,12,0","F_MINING,N,12,0","SR_MINING,N,12,0","T_HH_INDUS,N,12,0","T%_HH_INDU,N,12,2","M_HH_INDUS,N,12,0","F_HH_INDUS,N,12,0","SR_HH_INDU,N,12,0","T_OTH_INDU,N,12,0","T%_OTH_IND,N,12,2","M_OTH_INDU,N,12,0","F_OTH_INDU,N,12,0","SR_OTH_IND,N,12,0","T_CONSTRUC,N,12,0","T%_CONSTRU,N,13,2","M_CONSTRUC,N,12,0","F_CONSTRUC,N,12,0","SR_CONSTRU,N,12,0","T_TRADE,N,12,0","T%_TRADE,N,11,2","M_TRADE,N,12,0","F_TRADE,N,12,0","SR_TRADE,N,12,0","T_TRANSPOR,N,12,0","T%_TRANSPO,N,13,2","M_TRANSPOR,N,12,0","F_TRANSPOR,N,12,0","SR_TRANSPO,N,12,0","T_SERVICES,N,12,0","T%_SERVICE,N,13,2","M_SERVICES,N,12,0","F_SERVICES,N,12,0","SR_SERVICE,N,12,0","LU_FOREST,N,11,2","LU%_FOREST,N,13,2","LU_IRRIGAT,N,11,2","LU%_IRRIGA,N,12,2","LU_UNIRRIG,N,11,2","LU%_UNIRRI,N,12,2","LU_CULT_WA,N,13,2","LU%_CULT_W,N,13,2","LU_NON_CUL,N,13,2","LU%_NON_C,N,12,2","IR_WELL,N,9,2","IR_TUBEWEL,N,12,2","IR_TANK,N,8,2","IR_LAKE,N,8,2","IR_RIVER,N,9,2","IR_GVT_CAN,N,12,2","IR_PRIV_CA,N,11,2","IR_OTHER,N,10,2"
201,Gummidipundi,Chengalpattu MGR,133449,340,29881,4.5,67823,65626,1033,20436,10387,10049,1034,34801,13.14,17538,17263,1016,2901,1.12,1498,1403,1068,54749,48.44,34853,19896,1752,54672,28.88,38537,16135,2388,5382,0.28,380,5002,76,73395,21.66,28906,44489,650,42965,78.58,28615,14350,1994,4944,9.05,4418,526,8399,6763,12.37,5504,1259,4372,15718,14.45,12249,3469,3531,25441,46.53,14757,10684,1381,1803,0.03,1606,197,8152,3,0.01,3,0,0,1378,2.52,1069,309,3460,3147,5.76,2946,201,14657,419,0.77,403,16,25188,2668,4.88,2352,316,7443,773,1.41,760,13,58462,3322,6.08,2392,930,2572,995.95,2.54,11621.02,53.99,9907.17,46.01,6229.34,15.92,10148.17,26.25,0.0,0.0,11712.73,0.0,0.0,0.0,0.0,0.0
203,Uttukkottai,Chengalpattu MGR,128063,356,29355,4.4,64422,63641,1012,17974,9143,8831,1035,41670,16.4,21001,20669,1016,3636,1.42,1821,1815,1003,52832,47.99,33888,18944,1789,62495,30.33,38839,23656,1642,2786,0.09,119,2667,45,62782,19.88,25464,37318,682,53218,85.15,31310,21908,1429,3208,5.14,2502,706,3544,6069,9.71,5027,1042,4824,13589,17.65,10631,2958,3594,39374,63.0,20472,18902,1083,252,0.0,205,47,4362,3,0.0,2,1,2000,1653,2.65,1164,489,2380,1277,2.04,1062,215,4940,278,0.44,276,2,138000,2322,3.72,2083,239,8715,653,1.04,645,8,80625,3094,4.95,2299,795,2892,2123.01,7.89,11259.14,54.34,9460.76,45.66,4868.22,13.52,7075.65,19.65,0.0,0.0,11077.42,0.0,0.0,181.72,0.0,0.0
204,Tiruvallur,Chengalpattu MGR,247188,407,54197,4.6,124411,122777,1013,34427,17482,16945,1032,94668,19.23,47534,47134,1008,5589,1.14,2814,2775,1014,119300,56.07,73461,45839,1603,102759,27.85,68844,33915,2030,6568,0.29,721,5847,123,137861,22.19,54846,83015,661,80695,78.52,50469,30226,1670,9651,9.4,8241,1410,5845,12413,12.08,10134,2279,4447,18137,30.39,14660,3477,4216,62238,60.57,35516,26722,1329,315,0.0,289,26,11115,5,0.0,4,1,4000,2723,2.65,1826,897,2036,5611,5.46,5111,500,10222,1317,1.28,1304,13,100308,2895,2.82,2661,234,11372,2137,2.08,2062,75,27493,7381,7.18,5411,1970,2747,818.3,3.45,19592.08,53.25,17115.14,46.75,5292.54,8.72,15967.1,27.13,1364.57,4581.46,1749.9,11748.88,191.64,0.0,0.0,0.0
209,Saidapet,Chengalpattu MGR,177752,945,39141,4.5,91029,86723,1050,27402,13805,13597,1015,46915,13.32,23673,23242,1019,1704,0.48,847,857,988,106470,70.81,62891,43579,1443,57790,27.0,47998,9792,4902,367,0.04,73,294,248,119595,24.17,42958,76637,561,20539,35.5,15438,5101,3026,16980,29.43,15139,1841,8223,20271,35.08,17421,2850,6113,4868,23.64,4416,452,9770,14581,25.23,9983,4598,2171,1064,0.02,1014,50,20280,26,0.04,25,1,25000,316,0.55,205,111,1847,12480,21.6,11036,1444,7643,4184,7.24,3898,286,13629,6111,10.57,5183,928,5585,4783,8.28,4632,151,30675,9377,16.23,7606,1771,4295,355.21,2.82,4773.07,47.39,5298.1,52.61,4813.85,25.79,3330.66,17.85,4659.95,0.0,113.12,0.0,0.0,0.0,0.0,0.0
208,Sriperumbudur,Chengalpattu MGR,250445,382,52548,4.8,126884,123561,1027,38697,19645,19052,1031,105564,21.19,53070,52494,1011,2603,0.53,1321,1282,1030,126502,59.74,77719,48783,1593,97900,27.72,69415,28485,2437,4572,0.12,297,4275,69,147973,22.83,57172,90801,630,69277,69.17,45913,23364,1965,13910,15.8,11460,2450,4678,14713,15.03,12042,2671,4508,19034,8.42,16018,3016,5311,48259,49.29,28633,19626,1459,425,0.0,347,78,4449,1559,1.59,915,644,1421,3802,3.88,2693,1109,2428,8881,9.07,7632,1249,6110,1227,1.25,1135,92,12337,4254,4.35,3855,399,9662,2593,2.65,2549,44,57932,7866,8.03,5638,2228,2531,721.78,1.57,20410.91,54.64,16835.24,45.36,5868.21,9.38,20849.02,32.17,15052.47,0.0,5725.03,0.0,0.0,0.0,0.0,0.0
207,Kanchipuram,Chengalpattu MGR,199076,348,41200,4.8,99670,99406,1003,30176,15152,15024,1009,65788,16.63,33100,32688,1013,2382,0.6,1191,1191,1000,90494,53.58,57193,33301,1717,90822,28.46,56661,34161,1659,4437,0.27,530,3907,136,103817,21.34,42479,61338,693,68957,75.85,37998,30959,1227,12743,14.11,11171,1572,7106,9122,10.04,7492,1630,4596,22503,19.44,16125,6378,2528,45866,50.5,21467,24399,880,518,0.01,358,160,2238,70,0.08,48,22,2182,7754,8.54,6626,1128,5874,4043,4.45,3680,363,10138,946,1.04,865,81,10679,2451,2.7,2180,271,8044,1242,1.37,1220,22,55455,5429,5.98,4092,1337,3061,0.0,0.0,21535.22,63.25,12422.19,36.75,7811.52,13.7,14412.6,25.33,1276.5,0.0,7616.93,12769.04,0.0,0.0,0.0,0.0
211,Uttiramerur,Chengalpattu MGR,111219,285,23439,4.7,56315,54904,1026,16395,8317,8078,1030,37372,17.11,19028,18344,1037,2005,0.92,1019,986,1033,50083,52.82,31735,18348,1730,45977,28.33,31504,14473,2177,6248,0.22,241,6007,40,58994,22.09,24570,34424,714,39926,86.69,26447,13479,1962,2217,4.97,2059,158,13032,3834,8.34,2998,836,3586,18178,32.41,14229,3949,3603,21331,46.39,11909,9422,1264,347,0.01,268,79,3392,70,0.15,41,29,1414,1103,2.4,986,117,8427,879,1.91,844,35,24114,235,0.51,229,6,38167,999,2.17,892,107,8336,379,0.82,374,5,74800,2456,5.34,1732,724,2392,1335.16,3.43,12616.1,57.6,9279.02,42.4,5318.75,13.73,10243.35,26.37,4371.0,386.0,4727.1,2249.0,208.0,661.0,0.0,30.0
205,Tiruttani,Chengalpattu MGR,137154,317,30338,4.5,69265,67889,1020,19956,10191,9765,1044,39890,14.82,20327,19563,1039,3698,1.37,1881,1817,1035,58085,49.56,37681,20404,1847,58035,28.5,39086,18949,2063,7020,0.13,172,6848,25,72099,21.88,30007,42092,713,47115,80.54,30152,16963,1778,5332,9.84,4524,808,5599,5588,9.63,4410,1178,3744,17634,33.03,14347,3287,4365,28747,49.53,15276,13471,1134,358,0.01,225,133,1692,376,0.65,304,72,4222,2295,3.95,1616,679,2380,2256,3.89,2148,108,19889,781,1.35,760,21,36190,1448,2.5,1294,154,8403,1164,2.01,1137,27,42111,2976,5.13,1979,997,1985,145.0,0.34,9687.0,34.46,18424.0,65.54,5655.0,13.07,9354.33,21.62,0.0,0.0,9687.0,0.0,0.0,0.0,0.0,0.0
206,Pallipattu,Chengalpattu MGR,135255,419,28330,4.8,68410,66845,1023,20598,10488,10110,1037,34069,12.88,17418,16651,1046,3956,1.48,1999,1957,1021,57040,49.75,37535,19505,1924,55674,27.61,37345,18329,2037,3521,0.14,185,3336,55,76060,22.83,30880,45180,683,43513,77.83,27193,16320,1666,6357,11.75,5520,837,6595,5804,10.42,4632,1172,3952,18389,24.78,14009,4380,3198,24570,44.13,12821,11749,1091,372,0.01,197,175,1126,182,0.33,166,16,10375,3899,7.0,3177,722,4400,2096,3.76,2008,88,22818,362,0.65,335,27,12407,1711,3.07,1532,179,8559,537,0.96,527,10,52700,3556,6.39,2573,983,2617,2339.0,7.24,4714.0,23.73,15154.0,76.27,4907.0,15.19,5195.0,16.08,4381.0,0.0,227.0,106.0,0.0,0.0,0.0,0.0
202,Ponneri,Chengalpattu MGR,237333,368,53373,4.4,119926,117407,1021,34921,17708,17213,1029,86064,18.32,43491,42573,1022,4509,0.95,2255,2254,1000,113808,56.23,69325,44483,1558,94826,28.66,68014,26812,2537,2144,0.05,117,2027,58,140363,21.82,51795,88568,585,69657,73.41,46739,22918,2039,11072,11.73,9691,1381,7017,14097,14.87,11584,2513,4610,13700,21.74,12098,1602,7552,51013,53.8,29974,21039,1425,4895,0.05,4637,258,17973,49,0.05,30,19,1579,970,1.02,691,279,2477,8661,9.13,7708,953,8088,1441,1.52,1292,149,8671,5365,5.66,4459,906,4922,2265,2.39,2210,55,40182,6467,6.82,4915,1552,3167,0.0,0.0,19627.61,76.66,5835.53,23.34,9071.81,14.3,25377.66,39.71,10681.54,130.29,8837.07,101.91,0.0,0.0,0.0,0.0
