"CODE,N,5,0","NAME,C,16","DISTRICT,C,29","T_POPULAT°,N,12,0","DENSITY,N,9,0","HOUSEHOLDS,N,14,0","PERS/HOUSE,N,13,1","MALE_POP,N,11,0","FEMALE_POP,N,13,0","SR_POPULAT,N,13,0","T_CHILDREN,N,12,0","M_CHILDREN,N,12,0","F_CHILDREN,N,12,0","SR_CHILDRE,N,12,0","T_SC,N,7,0","T%_SC,N,7,2","M_SC,N,12,0","F_SC,N,12,0","SR_SC,N,12,0","T_ST,N,12,0","T%_ST,N,7,2","M_ST,N,12,0","F_ST,N,12,0","SR_ST,N,12,0","T_LITTERAT,N,12,0","T%_LITTERA,N,12,2","M_LITTERAT,N,12,0","F_LITTERAT,N,12,0","SR_LITTERA,N,12,0","T_WORKERS,N,12,0","T%_WORKERS,N,14,2","M_WORKERS,N,12,0","F_WORKERS,N,12,0","SR_WORKERS,N,12,0","T_MARGINAL,N,12,0","T%_MARGINA,N,13,2","M_MARGINAL,N,12,0","F_MARGINAL,N,12,0","SR_MARGINA,N,12,0","T_NONWORK,N,12,0","T%_NONWORK,N,14,2","M_NONWORK,N,12,0","F_NONWORK,N,12,0","SR_NONWORK,N,12,0","T_PRIMARY,N,12,0","T%_PRIMARY,N,13,2","M_PRIMARY,N,12,0","F_PRIMARY,N,12,0","SR_PRIMARY,N,12,0","T_SECUND,N,12,0","T%_SECUND,N,12,2","M_SECUND,N,12,0","F_SECUND,N,12,0","SR_SECUND,N,12,0","T_TERTIARY,N,12,0","T%_TERTIAR,N,12,2","M_TERTIARY,N,12,0","F_TERTIARY,N,12,0","SR_TERTIAR,N,12,0","T_CULTIVAT,N,12,0","T%_CULTIVA,N,12,2","M_CULTIVAT,N,12,0","F_CULTIVAT,N,12,0","SR_CULTIVA,N,12,0","T_AGRI_LAB,N,12,0","T%_AGRI_LA,N,12,2","M_AGRI_LAB,N,12,0","F_AGRI_LAB,N,12,0","SR_AGRI_LA,N,12,0","T_FISH_FOR,N,12,0","T%_FISH_FO,N,12,2","M_FISH_FOR,N,12,0","F_FISH_FOR,N,12,0","SR_FISH_FO,N,12,0","T_MINING,N,12,0","T%_MINING,N,11,2","M_MINING,N,12,0","F_MINING,N,12,0","SR_MINING,N,12,0","T_HH_INDUS,N,12,0","T%_HH_INDU,N,12,2","M_HH_INDUS,N,12,0","F_HH_INDUS,N,12,0","SR_HH_INDU,N,12,0","T_OTH_INDU,N,12,0","T%_OTH_IND,N,12,2","M_OTH_INDU,N,12,0","F_OTH_INDU,N,12,0","SR_OTH_IND,N,12,0","T_CONSTRUC,N,12,0","T%_CONSTRU,N,13,2","M_CONSTRUC,N,12,0","F_CONSTRUC,N,12,0","SR_CONSTRU,N,12,0","T_TRADE,N,12,0","T%_TRADE,N,11,2","M_TRADE,N,12,0","F_TRADE,N,12,0","SR_TRADE,N,12,0","T_TRANSPOR,N,12,0","T%_TRANSPO,N,13,2","M_TRANSPOR,N,12,0","F_TRANSPOR,N,12,0","SR_TRANSPO,N,12,0","T_SERVICES,N,12,0","T%_SERVICE,N,13,2","M_SERVICES,N,12,0","F_SERVICES,N,12,0","SR_SERVICE,N,12,0","LU_FOREST,N,11,2","LU%_FOREST,N,13,2","LU_IRRIGAT,N,11,2","LU%_IRRIGA,N,12,2","LU_UNIRRIG,N,11,2","LU%_UNIRRI,N,12,2","LU_CULT_WA,N,13,2","LU%_CULT_W,N,13,2","LU_NON_CUL,N,13,2","LU%_NON_C,N,12,2","IR_WELL,N,9,2","IR_TUBEWEL,N,12,2","IR_TANK,N,8,2","IR_LAKE,N,8,2","IR_RIVER,N,9,2","IR_GVT_CAN,N,12,2","IR_PRIV_CA,N,11,2","IR_OTHER,N,10,2"
1005,Tiruppur,Coimbatore,158714,274,41114,3.9,81412,77302,1053,16602,8488,8114,1046,34165,11.04,17521,16644,1053,68,0.02,33,35,943,68956,48.52,43858,25098,1747,83733,35.71,56672,27061,2094,2383,0.05,75,2308,32,72598,15.54,24665,47933,515,46626,55.24,28123,18503,1520,28274,34.21,21320,6954,3066,8833,10.55,7229,1604,4507,18247,20.09,12523,5724,2188,27538,32.89,15007,12531,1198,470,0.01,343,127,2701,371,0.44,250,121,2066,3856,4.61,2643,1213,2179,21915,26.17,16851,5064,3328,2503,2.99,1826,677,2697,3276,3.91,2777,499,5565,1471,1.76,1424,47,30298,4086,4.88,3028,1058,2862,0,0,19421,49.62,19720.22,50.38,4789,8.26,14034.77,24.21,11642,0,45,0,0,7734,0,0
1009,Valparai,Coimbatore,113,0,34,3.3,59,54,1093,19,5,14,357,0,0,0,0,0,113,52.21,59,54,1093,2,2.13,2,0,0,45,39.82,45,0,0,0,0,0,0,0,68,12.39,14,54,259,0,0,0,0,0,0,0,0,0,0,45,100,45,0,0,0,31.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,100,45,0,0,14001.71,28.94,401,93.15,29.5,6.85,9.5,0.02,0,0,0,0,401,0,0,0,0,0
1007,Pollachi,Coimbatore,361004,260,92662,3.9,182306,178698,1020,35676,18153,17523,1036,70168,9.81,35431,34737,1020,6784,0.98,3542,3242,1093,177990,54.71,108856,69134,1575,199292,33.9,122392,76900,1592,4108,0.04,142,3966,36,157604,16.56,59772,97832,611,157465,78.8,88799,68666,1293,17026,8.75,13487,3539,3811,24801,12.44,20106,4695,4282,39764,19.81,29262,10502,2786,116406,58.41,58474,57932,1009,877,0,751,126,5960,418,0.21,312,106,2943,5922,2.97,4190,1732,2419,7991,4.01,6705,1286,5214,3113,1.56,2592,521,4975,9767,4.9,8186,1581,5178,3441,1.73,3393,48,70688,11593,5.82,8527,3066,2781,12790.31,9.2,45771.11,43.6,59220.05,56.4,2531.18,1.82,18451.38,13.28,24373.8,0,120.68,0,5.2,21281.21,0,0
1003,Coimbatore North,Coimbatore,135657,344,34423,3.9,69185,66472,1041,15061,7581,7480,1014,22626,8.4,11392,11234,1014,3384,1.28,1734,1650,1051,73090,60.61,43737,29353,1490,62588,32.5,44092,18496,2384,1228,0.06,75,1153,65,71841,18.44,25018,46823,534,35688,56.8,21679,14009,1548,16929,27.27,14494,2435,5952,9971,15.93,7919,2052,3859,7846,15.65,6109,1737,3517,27303,43.62,15175,12128,1251,401,0.01,296,105,2819,138,0.22,99,39,2538,574,0.92,441,133,3316,14929,23.85,12902,2027,6365,1426,2.28,1151,275,4185,3576,5.71,3040,536,5672,1592,2.54,1509,83,18181,4803,7.67,3370,1433,2352,10840.66,27.51,7819.96,41.49,11026.67,58.51,3398.12,8.62,6321.78,16.04,7819.96,0,0,0,0,0,0,0
1004,Coimbatore South,Coimbatore,165103,270,41498,4,83573,81530,1025,18024,9207,8817,1044,32032,9.83,16235,15797,1028,3091,0.96,1592,1499,1062,84742,57.62,51157,33585,1523,79687,32.13,53050,26637,1992,723,0.02,36,687,52,84693,18.47,30487,54206,562,56562,70.76,33702,22860,1474,10428,13.3,9059,1369,6617,12697,15.93,10289,2408,4273,12470,21.79,9524,2946,3233,43306,54.35,23584,19722,1196,613,0.01,479,134,3575,173,0.22,115,58,1983,954,1.2,780,174,4483,7839,9.84,6972,867,8042,1635,2.05,1307,328,3985,5058,6.35,4186,872,4800,1928,2.42,1863,65,28662,5711,7.17,4240,1471,2882,5903,16.52,16227.75,52.48,14694.17,47.52,3031.85,4.96,5532.86,9.06,8498,0,7729.75,0,0,0,0,0
408,Dharmapuri,Dharmapuri,263728,355,53035,5,136798,126930,1078,42171,22813,19358,1178,28192,5.5,14503,13689,1059,1543,0.31,822,721,1140,98946,44.66,64315,34631,1857,116149,29.42,77577,38572,2011,10960,0.07,176,10784,16,136619,22.39,59045,77574,761,97047,82.45,61745,35302,1749,6127,6.38,5324,803,6630,12975,11.17,10508,2467,4259,54529,37.38,40571,13958,2907,40376,34.76,19546,20830,938,862,0.01,708,154,4597,1280,1.1,920,360,2556,861,0.74,629,232,2711,3137,2.7,2724,413,6596,2129,1.83,1971,158,12475,3517,3.03,2946,571,5159,1940,1.67,1906,34,56059,7518,6.47,5656,1862,3038,3880.82,20.48,7928.37,18.99,33365.36,81.01,4919.72,6.76,18827.29,17.29,5035.77,222.51,2563.85,0,0,0,0,0
407,Pennagaram,Dharmapuri,182882,153,39237,4.7,95268,87614,1087,29331,16103,13228,1217,19848,5.7,10423,9425,1106,2002,0.58,1053,949,1110,57097,37.18,37536,19561,1919,83494,29.45,53866,29628,1818,4072,0.11,199,3873,51,95316,22.53,41203,54113,761,72772,86.56,45377,27395,1656,3336,4.59,2543,793,3207,7386,8.85,5946,1440,4129,40544,46.95,29813,10731,2778,30610,36.66,14118,16492,856,1118,0.01,983,135,7281,500,0.6,463,37,12514,814,0.97,539,275,1960,1903,2.28,1425,478,2981,619,0.74,579,40,14475,2672,3.2,2243,429,5228,965,1.16,958,7,136857,3749,4.49,2745,1004,2734,29428.61,24.69,4997.73,11.25,38145.12,88.75,3568.99,3.05,12130.02,10.18,4527.29,0,33,15.91,0,132.83,0,138.25
401,Hosur,Dharmapuri,232309,242,44685,5.2,120354,111955,1075,41239,20836,20403,1021,39760,8.68,20168,19592,1029,1209,0.27,624,585,1067,81352,42.58,53690,27662,1941,95117,30.33,70460,24657,2858,12142,0.11,255,11887,21,125050,21.37,49639,75411,658,75241,78.79,53234,22007,2419,11332,12.23,10238,1094,9358,8544,8.98,6988,1556,4491,55315,61.94,41936,13379,3134,18664,19.62,10306,8358,1233,965,0.01,765,200,3825,297,0.31,227,70,3243,638,0.67,300,338,888,9756,10.26,9070,686,13222,938,0.99,868,70,12400,2895,3.04,2522,373,6761,1004,1.06,989,15,65933,4645,4.88,3477,1168,2977,9514.5,10.05,6521.15,11.55,49905.83,88.45,12340.38,12.81,15560.48,16.17,1187.23,0,5331.92,0,0,0,0,0
404,Uttangarai,Dharmapuri,205343,316,45357,4.5,105838,99505,1064,32061,16894,15167,1114,39149,9.76,20043,19106,1049,1382,0.36,730,652,1120,80360,46.38,52013,28347,1835,93682,29.61,60807,32875,1850,8555,0.12,242,8313,29,103106,21.81,44789,58317,768,79492,84.67,48872,30620,1596,4245,4.71,3632,613,5925,9945,10.62,8303,1642,5057,40632,41.75,29522,11110,2657,38152,40.73,18808,19344,972,539,0.01,432,107,4037,169,0.18,110,59,1864,1010,1.08,785,225,3489,2528,2.7,2187,341,6413,707,0.75,660,47,14043,4327,4.62,3921,406,9658,1070,1.14,1063,7,151857,4548,4.85,3319,1229,2701,1381.34,4.95,11177,27.44,29548.98,72.56,9057.82,13.93,11794.44,18.13,7452.3,25,3700,0,0,0,0,0
405,Harur,Dharmapuri,343883,192,77327,4.4,177857,166026,1071,48066,25483,22583,1128,87627,13.13,45163,42464,1064,26388,3.98,13692,12696,1078,135776,45.9,86897,48879,1778,166280,29.89,102784,63496,1619,12001,0.08,267,11734,23,165602,21.75,74806,90796,824,147003,88.19,86888,60115,1445,5214,3.35,4553,661,6888,14063,8.46,11343,2720,4170,69416,47,49813,19603,2541,76729,46.14,36281,40448,897,497,0,465,32,14531,361,0.22,329,32,10281,1062,0.64,712,350,2034,2842,1.71,2602,240,10842,1310,0.79,1239,71,17451,4140,2.49,3616,524,6901,1788,1.08,1769,19,93105,8135,4.89,5958,2177,2737,24043.75,38.18,10334.6,13.41,66936.48,86.59,14803.85,8.17,19090.13,10.71,3199,0,6995,0,0,0,170,0
1102,Vedasandur,Dindigul Anna,248691,231,57031,4.4,124811,123880,1008,31266,16186,15080,1073,45079,9.1,22643,22436,1009,963,0.2,487,476,1023,103131,47.43,66979,36152,1853,132395,31.02,77138,55257,1396,3852,0.07,162,3690,44,112444,19.1,47511,64933,732,112350,84.56,61313,51037,1201,8243,6.53,6450,1793,3597,11802,8.91,9375,2427,3863,47941,42.74,32001,15940,2008,63693,48.11,28765,34928,824,318,0,224,94,2383,398,0.3,323,75,4307,2701,2.04,1826,875,2087,4849,3.66,3996,853,4685,693,0.52,628,65,9662,4251,3.21,3942,309,12757,1021,0.77,992,29,34207,6530,4.93,4441,2089,2126,8.16,10.93,30772.46,45.65,36639.84,54.35,14111.92,13.13,14232.85,13.24,28305.65,21.33,2441.3,0,4.27,0,0,0
1101,Palani,Dindigul Anna,334388,229,85231,3.9,168916,165472,1021,34374,17653,16721,1056,83483,12.57,42035,41448,1014,994,0.16,525,469,1119,154488,51.49,99491,54997,1809,186962,32.98,110285,76677,1438,6680,0.14,475,6205,77,140746,17.39,58156,82590,704,153365,81.78,83523,69842,1196,12621,7,9764,2857,3418,20976,11.22,16998,3978,4273,59201,36.21,39080,20121,1942,92672,49.57,43405,49267,881,1029,0.01,718,311,2309,463,0.25,320,143,2238,3027,1.62,1941,1086,1787,7510,4.02,6108,1402,4357,2084,1.11,1715,369,4648,8509,4.55,7587,922,8229,1802,0.96,1745,57,30614,10665,5.7,7666,2999,2556,6222.88,4.64,42712.03,43.7,55029.33,56.3,23150.67,15.83,18534.52,12.68,33494.19,63.64,4397.58,0,53.97,4320.91,224,158.05
1103,Nattam,Dindigul Anna,100117,170,21360,4.7,50565,49552,1020,15184,7738,7446,1039,11499,5.86,5869,5630,1042,0,0,0,0,0,37115,43.7,25081,12034,2084,50497,30.18,30214,20283,1490,3083,0.06,59,3024,20,46537,20.27,20292,26245,773,47668,94.35,28020,19648,1426,555,1.15,464,91,5099,2274,4.5,1730,544,3180,21581,24.53,14801,6780,2183,26013,51.51,13148,12865,1022,48,0,45,3,15000,26,0.05,26,0,0,209,0.41,149,60,2483,283,0.56,255,28,9107,63,0.12,60,3,20000,759,1.5,687,72,9542,180,0.36,179,1,179000,1335,2.64,864,471,1834,0,45.09,3983.03,25.01,11939.84,74.99,9894.28,16.77,6576.81,11.15,2521.93,0,1461.1,0,0,0,0,0
1104,Dindigul,Dindigul Anna,436035,244,100960,4.3,220225,215810,1020,57398,29643,27755,1068,98943,11.5,50125,48818,1027,2622,0.31,1339,1283,1044,197136,52.06,123643,73493,1682,213452,30,130789,82663,1582,9763,0.1,457,9306,49,212820,20.41,88979,123841,718,169300,79.28,96205,73095,1316,18148,8.54,14702,3446,4266,26004,12.18,19882,6122,3248,52355,13.5,36654,15701,2335,113015,52.95,56885,56130,1013,3852,0.02,2598,1254,2072,78,0.04,68,10,6800,3892,1.82,2504,1388,1804,12301,5.76,10586,1715,6173,1955,0.92,1612,343,4700,9260,4.34,7702,1558,4944,2772,1.3,2718,54,50333,13972,6.55,9462,4510,2098,26963.58,16.63,23064.7,39.23,35721.04,60.77,9563.2,5.35,75058.47,42.02,16012.31,0,6356.34,0,0,693.65,0,0
1105,Kodaikanal,Dindigul Anna,71175,190,17778,4,36485,34690,1052,9850,5049,4801,1052,11360,8.3,5910,5450,1084,2239,1.62,1153,1086,1062,34430,56.14,21733,12697,1712,36365,32.25,22954,13411,1712,1741,0.07,52,1689,31,33069,18.94,13479,19590,688,31412,86.37,19281,12131,1589,595,1.64,506,89,5685,4358,11.98,3167,1191,2659,4910,28.63,3372,1538,2192,9516,26.17,5506,4010,1373,16983,0.47,10400,6583,1580,3,0.01,3,0,0,51,0.14,41,10,4100,328,0.9,292,36,8111,216,0.59,173,43,4023,1134,3.12,968,166,5831,260,0.71,258,2,129000,2964,8.15,1941,1023,1897,191,0.51,2613,11.88,19382,88.12,7789,20.8,7471.16,19.95,0,0,0,0,2613,0,0,0
1106,Nilakkottai,Dindigul Anna,193174,431,43922,4.4,98120,95054,1032,26988,14385,12603,1141,53715,14.19,27421,26294,1043,1221,0.32,619,602,1028,90180,54.26,56003,34177,1639,87547,29.06,56139,31408,1787,4928,0.06,115,4813,24,100699,21.67,41866,58833,712,74269,84.81,45664,28605,1596,3889,4.47,3144,745,4220,9389,10.72,7331,2058,3562,25069,38.84,19267,5802,3321,48679,55.6,25931,22748,1140,501,0.01,446,55,8109,20,0.02,20,0,0,1175,1.34,806,369,2184,2148,2.45,1798,350,5137,566,0.65,540,26,20769,3407,3.89,3060,347,8818,1140,1.3,1131,9,125667,4842,5.53,3140,1702,1845,0,3.51,13995.25,46.6,16039.7,53.4,4162.44,9.28,9057.56,20.21,174,0,9409.09,0,0,4412.16,0,0
1605,Vadipatti,Madurai,205283,385,46759,4.4,103956,101327,1026,27673,14203,13470,1054,42530,10.4,21352,21178,1008,3142,0.79,1630,1512,1078,103047,58.02,63417,39630,1600,95088,29.83,61240,33848,1809,6283,0.06,132,6151,21,103912,20.74,42584,61328,694,77666,81.55,46840,30826,1519,4620,4.98,4001,619,6464,12802,13.46,10399,2403,4328,14560,39.9,11895,2665,4463,61998,65.2,33965,28033,1212,991,0.01,909,82,11085,117,0.12,71,46,1543,429,0.45,253,176,1438,3673,3.86,3261,412,7915,518,0.54,487,31,15710,4587,4.82,4070,517,7872,1226,1.29,1204,22,54727,6989,7.35,5125,1864,2749,14367.12,36.45,13979.24,62.63,8301.85,37.37,4127.35,7.93,6449.13,12.17,1391.19,0,5538.6,0,0,7283.95,0,0
1703,Tiruchuli,Kamarajar,94042,173,21170,4.4,46876,47166,994,14830,7602,7228,1052,19507,10.48,9859,9648,1022,87,0.05,46,41,1122,41172,51.98,26976,14196,1900,46217,28.91,27191,19026,1429,4569,0.18,171,4398,39,43256,20.75,19514,23742,822,41771,90.37,23691,18080,1310,875,1.9,693,182,3808,3571,7.73,2807,764,3674,29025,40.09,18160,10865,1671,12688,27.45,5484,7204,761,55,0,44,11,4000,3,0.01,3,0,0,213,0.46,119,94,1266,508,1.1,435,73,5959,154,0.33,139,15,9267,1333,2.88,1245,88,14148,214,0.46,212,2,106000,2024,4.38,1350,674,2003,0,0,10874.9,34.42,20640.79,65.58,6273.06,12.66,13113.25,24.85,1046.51,20.78,9726.59,0,40.3,0,0,145.07
1705,Sattur,Kamarajar,216818,249,52688,4.1,107520,109298,984,30840,15887,14953,1062,53744,12.49,27086,26658,1016,88,0.02,41,47,872,101725,54.7,63496,38229,1661,122199,29.28,63475,58724,1081,3970,0.17,367,3603,102,90649,20.15,43678,46971,930,70103,57.14,36185,33918,1067,39850,32.83,17392,22458,774,12246,10.02,9898,2348,4216,19422,17.06,12538,6884,1821,49197,40.26,22310,26887,830,1211,0.01,1084,127,8535,273,0.22,253,20,12650,1479,1.21,415,1064,390,36823,30.13,15466,21357,724,1548,1.27,1511,37,40838,4953,4.05,4541,412,11022,1392,1.14,1369,23,59522,5901,4.83,3988,1913,2085,0,0,10842.35,19.47,44750.65,80.53,15054.01,17.43,15875.41,18.33,5715.62,65.32,5101.27,0,0,0,0,0
1702,Virudunagar,Kamarajar,142199,255,33335,4.3,71431,70768,1009,21196,11060,10136,1091,31701,11.28,16047,15654,1025,64,0.02,35,29,1207,69888,57.76,43899,25989,1689,73099,28.32,40271,32828,1227,4979,0.16,230,4749,48,64121,21.75,30930,33191,932,48059,65.41,25451,22608,1126,17039,23.64,8308,8731,952,8001,10.95,6512,1489,4373,17034,62.8,10695,6339,1687,30126,41.21,13980,16146,866,655,0.01,576,79,7291,244,0.33,200,44,4545,317,0.43,188,129,1457,15937,21.8,7366,8571,859,785,1.07,754,31,24323,3026,4.14,2736,290,9434,1033,1.41,1007,26,38731,3942,5.39,2769,1173,2361,0,0,7457.6,19.8,30209.9,80.2,9273.82,16.87,8576.05,15.48,5326.8,0,1926.09,0,8,208.29,0,0
1704,Aruppukkottai,Kamarajar,203747,202,48705,4.2,101337,102410,990,29979,15382,14597,1054,32160,7.96,16223,15937,1018,169,0.04,83,86,965,102365,58.91,62858,39507,1591,105666,28.79,58661,47005,1248,4376,0.13,255,4121,62,93705,20.82,42421,51284,827,83482,78.8,42612,40870,1043,11742,11.32,8140,3602,2260,10442,9.88,7909,2533,3122,42359,15.89,24881,17478,1424,40537,38.36,17244,23293,740,364,0,329,35,9400,222,0.21,158,64,2469,2370,2.24,1283,1087,1180,8161,7.72,5676,2485,2284,1211,1.15,1181,30,39367,2998,2.84,2682,316,8487,945,0.89,932,13,71692,6499,6.15,4295,2204,1949,0,0,8057.61,12.62,57631.18,87.38,17404.47,17.92,12099.94,12.95,2031.9,0,6551.11,0,0,0,0,0
1706,Rajapalaiyam,Kamarajar,140791,269,35993,3.9,70481,70310,1002,19680,9975,9705,1028,40962,14.46,20355,20607,988,409,0.15,210,199,1055,69312,57.23,42875,26437,1622,69535,29.38,41358,28177,1468,4357,0.19,265,4092,65,66899,20.5,28858,38041,759,47697,68.38,25216,22481,1122,13819,20.09,9731,4088,2380,8019,11.53,6411,1608,3987,11863,63.84,8160,3703,2204,34801,50.05,16333,18468,884,883,0.01,612,271,2258,150,0.22,111,39,2846,1661,2.39,656,1005,653,11423,16.43,8371,3052,2743,735,1.06,704,31,22710,3173,4.56,2902,271,10708,709,1.02,697,12,58083,4137,5.95,2812,1325,2122,8313.74,28.42,15304,61.92,9411.5,38.08,6394,12.2,6419.89,12.24,8794,0,6283,0,0,0,0,227
1701,Srivilliputtur,Kamarajar,181736,229,44045,4.1,91470,90266,1013,25252,12910,12342,1046,57778,16.08,29230,28548,1024,199,0.05,94,105,895,82071,52.45,51369,30702,1673,94576,29.23,53119,41457,1281,2762,0.16,297,2465,120,84398,20.94,38054,46344,821,74386,78.57,39190,35196,1113,10930,11.64,6461,4469,1446,9260,9.79,7468,1792,4167,18379,23.3,12350,6029,2048,55132,58.29,26074,29058,897,797,0.01,697,100,6970,78,0.08,69,9,7667,3879,4.1,2054,1825,1125,6477,6.85,3844,2633,1460,574,0.61,563,11,51182,3427,3.62,3142,285,11025,672,0.71,664,8,83000,5161,5.46,3662,1499,2443,477.22,38.02,15902.04,41.31,22619.42,58.69,682.19,0.86,9817.6,12.38,9271.31,0,6655.04,0,0,0,0,0
2104,Agastiswaram,Kanniyakumari,242513,965,52975,4.6,120758,121755,992,30148,15422,14726,1047,20452,4.17,10107,10345,977,422,0.09,207,215,963,178543,84.07,92798,85745,1082,75648,26.01,63084,12564,5021,3506,0.08,197,3309,60,163359,23.7,57477,105882,543,48408,63.69,42818,5590,7660,9811,13.27,6036,3775,1599,17429,23.04,14230,3199,4448,14427,12.37,13441,986,13632,28150,37.21,23631,4519,5229,5603,0.07,5567,36,154639,228,0.3,179,49,3653,2445,3.23,660,1785,370,5325,7.04,3347,1978,1692,2041,2.7,2029,12,169083,5435,7.18,4825,610,7910,2615,3.46,2550,65,39231,9379,12.4,6855,2524,2716,0,3.2,9348.53,86.93,1405.02,13.07,5212.45,20.75,8348.11,33.23,0,0,7122.34,0,257,1969.19,0,0
2103,Thovala,Kanniyakumari,97802,219,22388,4.4,49117,48685,1009,11286,5627,5659,994,11344,5.78,5657,5687,995,487,0.28,271,216,1255,71075,82.15,37722,33353,1131,31473,26.68,26090,5383,4847,2232,0.26,256,1976,130,64097,23.28,22771,41326,551,22266,70.59,18548,3718,4989,3045,9.83,2380,665,3579,6162,19.58,5162,1000,5162,5131,19.07,4919,212,23203,16395,52.09,13051,3344,3903,690,0.02,536,154,3481,50,0.16,42,8,5250,737,2.34,392,345,1136,1964,6.24,1656,308,5377,344,1.09,332,12,27667,1797,5.71,1639,158,10373,859,2.73,840,19,44211,3506,11.14,2683,823,3260,21812.73,66.21,7404.02,75.04,2462.23,24.96,192.01,0.43,5009.39,11.24,0,0,1168.71,0,0,6234.14,0,0
2102,Kalkulam,Kanniyakumari,486091,834,97170,5,245511,240580,1020,61777,31281,30496,1026,17517,1.83,8876,8641,1027,2291,0.24,1144,1147,997,343712,81,180529,163183,1106,138821,25.03,121664,17157,7091,8063,0.43,2108,5955,354,339207,25.04,121739,217468,560,93603,67.21,87586,6017,14556,18547,13.58,13639,4908,2779,26671,19.21,20439,6232,3280,19052,16.3,18308,744,24608,63512,45.75,59247,4265,13891,10734,0.08,9743,991,9831,305,0.22,288,17,16941,3520,2.54,1347,2173,620,7626,5.49,4910,2716,1808,7401,5.33,7382,19,388526,7753,5.58,6924,829,8352,3446,2.48,3362,84,40024,15472,11.15,10153,5319,1909,20443.32,35.08,8746.35,29.91,20499.48,70.09,2657.63,4.56,5921.24,10.16,0,0,3793.18,0,0,4953.17,0,0
2101,Vilavankod,Kanniyakumari,515461,1209,100329,5.1,259275,256186,1012,66971,34019,32952,1032,16855,1.62,8353,8502,982,1536,0.15,757,779,972,353169,78.75,186565,166604,1120,144594,23.81,122718,21876,5610,6924,0.42,2161,4763,454,363943,26.07,134396,229547,585,96115,66.26,89090,7025,12682,19391,13.62,11336,8055,1407,29088,20.12,22292,6796,3280,19369,13.72,17877,1492,11982,64870,44.86,59614,5256,11342,11575,0.08,11319,256,44215,301,0.21,280,21,13333,3268,2.26,1387,1881,737,11416,7.9,5268,6148,857,4707,3.26,4681,26,180038,7115,4.92,6006,1109,5416,3391,2.35,3278,113,29009,18582,12.85,13008,5574,2334,11702.39,27.44,4221.62,15.36,23266.62,84.64,395.94,0.93,3065.86,7.19,0,0,1961.05,0,0,2259.7,0,0
1606,Melur,Madurai,213950,323,49378,4.3,106926,107024,999,30500,15542,14958,1039,37186,8.78,18776,18410,1020,42,0.01,22,20,1100,99036,53.99,64413,34623,1860,103726,29.44,62983,40743,1546,9050,0.14,304,8746,35,101174,20.4,43639,57535,758,92146,88.1,53441,38705,1381,2715,3.35,2247,468,4801,8865,8.55,7295,1570,4646,41385,15.64,28394,12991,2186,49757,47.97,24302,25455,955,240,0,209,31,6742,764,0.74,536,228,2351,540,0.52,322,218,1477,1888,1.82,1666,222,7505,287,0.28,259,28,9250,3109,3,2820,289,9758,751,0.72,746,5,149200,5005,4.83,3729,1276,2922,0,2.57,21014.12,47.83,22955.11,52.17,1479.13,2.24,18845.54,28.59,0,0,6071.43,0,0,15016.39,0,0
1607,Madurai North,Madurai,191820,450,43295,4.4,96960,94860,1022,27453,14077,13376,1052,44651,11.69,22428,22223,1009,313,0.08,160,153,1046,103177,62.77,62053,41124,1509,86196,28.32,54330,31866,1705,3138,0.13,247,2891,85,102486,22.1,42383,60103,705,62779,71.58,35646,27133,1314,8465,11.08,6578,1887,3486,14952,17.35,12106,2846,4254,13482,17.77,9865,3617,2727,47910,55.58,24901,23009,1082,305,0,275,30,9167,1082,1.26,605,477,1268,2688,3.12,1528,1160,1317,4279,4.96,3816,463,8242,1498,1.74,1234,264,4674,5116,5.94,4436,680,6524,1958,2.27,1865,93,20054,7878,9.14,5805,2073,2800,0,18.07,22139.85,91.03,2184.11,8.97,1566.48,3.68,7998.59,18.83,44.85,0,4990.47,0,434.2,16691.28,0,0
1608,Madurai South,Madurai,117085,551,26588,4.4,59902,57183,1048,17726,9141,8585,1065,18185,7.84,9183,9002,1020,1229,0.54,633,596,1062,59633,60.02,37027,22606,1638,49346,27.72,32460,16886,1922,2727,0.3,349,2378,147,65012,23.14,27093,37919,714,31615,62.89,18463,13152,1404,8853,19.12,6712,2141,3135,8878,17.99,7285,1593,4573,8769,28.91,6145,2624,2342,21800,44.18,11600,10200,1137,464,0.01,376,88,4273,582,1.18,342,240,1425,2038,4.13,1091,947,1152,5577,11.3,4631,946,4895,1238,2.51,990,248,3992,2997,6.07,2542,455,5587,1426,2.89,1377,49,28102,4455,9.03,3366,1089,3091,0,0,4651.48,36.03,8410.66,63.97,2892.89,14.47,4891.25,23.28,236.11,0,3705.56,0,820.3,0,0,0
